start;duration;pitch;velocity
4.363636363636363;0.2727272727272727;64;95
4.909090909090909;0.2727272727272727;64;95
5.454545454545454;0.2727272727272727;65;95
6.0;0.2727272727272727;65;95
13.09090909090909;0.2727272727272727;64;95
13.636363636363635;0.2727272727272727;64;95
14.181818181818182;0.2727272727272727;65;95
14.727272727272727;0.2727272727272727;65;95
17.454545454545453;0.2727272727272727;64;95
18.0;0.2727272727272727;64;95
18.545454545454543;0.2727272727272727;65;95
19.09090909090909;0.2727272727272727;65;95
19.636363636363637;0.2727272727272727;64;95
20.18181818181818;0.2727272727272727;64;95
20.727272727272727;0.2727272727272727;65;95
21.272727272727273;0.2727272727272727;65;95
21.818181818181817;0.2727272727272727;66;95
22.363636363636363;0.2727272727272727;66;95
22.909090909090907;0.2727272727272727;67;95
23.454545454545453;0.2727272727272727;67;95
24.0;0.2727272727272727;66;95
24.545454545454543;0.2727272727272727;66;95
25.09090909090909;0.5454545454545454;67;95
30.545454545454543;0.2727272727272727;64;95
31.09090909090909;0.2727272727272727;64;95
31.636363636363633;0.2727272727272727;65;95
32.18181818181818;0.2727272727272727;65;95
34.90909090909091;0.2727272727272727;64;95
35.45454545454545;0.2727272727272727;64;95
36.0;0.2727272727272727;65;95
36.54545454545455;0.2727272727272727;65;95
37.090909090909086;0.2727272727272727;64;95
37.63636363636363;0.2727272727272727;64;95
38.18181818181818;0.2727272727272727;65;95
38.72727272727273;0.2727272727272727;65;95
39.27272727272727;0.2727272727272727;66;95
39.81818181818181;0.2727272727272727;66;95
40.36363636363636;0.2727272727272727;67;95
40.90909090909091;0.2727272727272727;67;95
41.45454545454545;0.2727272727272727;66;95
42.0;0.2727272727272727;66;95
42.54545454545455;0.5454545454545454;67;95
48.0;0.2727272727272727;64;95
48.54545454545454;0.2727272727272727;64;95
49.090909090909086;0.2727272727272727;65;95
49.63636363636363;0.2727272727272727;65;95
0.0;0.2727272727272727;60;95
0.5454545454545454;0.2727272727272727;60;95
1.0909090909090908;0.2727272727272727;59;95
1.6363636363636362;0.2727272727272727;59;95
2.1818181818181817;0.2727272727272727;62;95
2.727272727272727;0.2727272727272727;62;95
3.2727272727272725;0.2727272727272727;60;95
3.818181818181818;0.2727272727272727;60;95
6.545454545454545;0.2727272727272727;59;95
7.090909090909091;0.2727272727272727;59;95
7.636363636363636;0.5454545454545454;60;95
8.727272727272727;0.2727272727272727;60;95
9.272727272727272;0.2727272727272727;60;95
9.818181818181818;0.2727272727272727;59;95
10.363636363636363;0.2727272727272727;59;95
10.909090909090908;0.2727272727272727;62;95
11.454545454545453;0.2727272727272727;62;95
12.0;0.2727272727272727;60;95
12.545454545454545;0.2727272727272727;60;95
15.272727272727272;0.2727272727272727;59;95
15.818181818181817;0.2727272727272727;59;95
16.363636363636363;0.5454545454545454;60;95
17.454545454545453;0.2727272727272727;60;95
18.0;0.2727272727272727;60;95
18.545454545454543;0.2727272727272727;62;95
19.09090909090909;0.2727272727272727;62;95
19.636363636363637;0.2727272727272727;61;95
20.18181818181818;0.2727272727272727;61;95
20.727272727272727;0.2727272727272727;62;95
21.272727272727273;0.2727272727272727;62;95
21.818181818181817;0.2727272727272727;60;95
22.363636363636363;0.2727272727272727;60;95
22.909090909090907;0.2727272727272727;59;95
23.454545454545453;0.2727272727272727;59;95
24.0;0.2727272727272727;60;95
24.545454545454543;0.2727272727272727;60;95
25.09090909090909;0.5454545454545454;59;95
26.18181818181818;0.2727272727272727;60;95
26.727272727272727;0.2727272727272727;60;95
27.27272727272727;0.2727272727272727;59;95
27.818181818181817;0.2727272727272727;59;95
28.363636363636363;0.2727272727272727;62;95
28.909090909090907;0.2727272727272727;62;95
29.454545454545453;0.2727272727272727;60;95
30.0;0.2727272727272727;60;95
32.72727272727273;0.2727272727272727;59;95
33.27272727272727;0.2727272727272727;59;95
33.81818181818181;0.5454545454545454;60;95
34.90909090909091;0.2727272727272727;60;95
35.45454545454545;0.2727272727272727;60;95
36.0;0.2727272727272727;62;95
36.54545454545455;0.2727272727272727;62;95
37.090909090909086;0.2727272727272727;61;95
37.63636363636363;0.2727272727272727;61;95
38.18181818181818;0.2727272727272727;62;95
38.72727272727273;0.2727272727272727;62;95
39.27272727272727;0.2727272727272727;60;95
39.81818181818181;0.2727272727272727;60;95
40.36363636363636;0.2727272727272727;59;95
40.90909090909091;0.2727272727272727;59;95
41.45454545454545;0.2727272727272727;60;95
42.0;0.2727272727272727;60;95
42.54545454545455;0.5454545454545454;59;95
43.63636363636363;0.2727272727272727;60;95
44.18181818181818;0.2727272727272727;60;95
44.72727272727273;0.2727272727272727;59;95
45.27272727272727;0.2727272727272727;59;95
45.81818181818181;0.2727272727272727;62;95
46.36363636363636;0.2727272727272727;62;95
46.90909090909091;0.2727272727272727;60;95
47.45454545454545;0.2727272727272727;60;95
50.18181818181818;0.2727272727272727;59;95
50.72727272727273;0.2727272727272727;59;95
51.27272727272727;0.5454545454545454;60;95
0.2727272727272727;0.2727272727272727;55;95
0.8181818181818181;0.2727272727272727;55;95
1.3636363636363635;0.2727272727272727;55;95
1.909090909090909;0.2727272727272727;55;95
2.4545454545454546;0.2727272727272727;55;95
3.0;0.2727272727272727;55;95
3.5454545454545454;0.2727272727272727;55;95
4.090909090909091;0.2727272727272727;55;95
4.636363636363636;0.2727272727272727;55;95
5.181818181818182;0.2727272727272727;55;95
5.727272727272727;0.2727272727272727;55;95
6.2727272727272725;0.2727272727272727;55;95
6.8181818181818175;0.2727272727272727;55;95
7.363636363636363;0.2727272727272727;55;95
9.0;0.2727272727272727;55;95
9.545454545454545;0.2727272727272727;55;95
10.09090909090909;0.2727272727272727;55;95
10.636363636363637;0.2727272727272727;55;95
11.181818181818182;0.2727272727272727;55;95
11.727272727272727;0.2727272727272727;55;95
12.272727272727272;0.2727272727272727;55;95
12.818181818181818;0.2727272727272727;55;95
13.363636363636363;0.2727272727272727;55;95
13.909090909090908;0.2727272727272727;55;95
14.454545454545453;0.2727272727272727;55;95
15.0;0.2727272727272727;55;95
15.545454545454545;0.2727272727272727;55;95
16.09090909090909;0.2727272727272727;55;95
17.727272727272727;0.2727272727272727;55;95
18.272727272727273;0.2727272727272727;55;95
18.818181818181817;0.2727272727272727;55;95
19.363636363636363;0.2727272727272727;55;95
19.909090909090907;0.2727272727272727;55;95
20.454545454545453;0.2727272727272727;55;95
21.0;0.2727272727272727;55;95
21.545454545454543;0.2727272727272727;55;95
25.09090909090909;0.5454545454545454;55;95
26.454545454545453;0.2727272727272727;55;95
27.0;0.2727272727272727;55;95
27.545454545454543;0.2727272727272727;55;95
28.09090909090909;0.2727272727272727;55;95
28.636363636363637;0.2727272727272727;55;95
29.18181818181818;0.2727272727272727;55;95
29.727272727272727;0.2727272727272727;55;95
30.27272727272727;0.2727272727272727;55;95
30.818181818181817;0.2727272727272727;55;95
31.363636363636363;0.2727272727272727;55;95
31.909090909090907;0.2727272727272727;55;95
32.45454545454545;0.2727272727272727;55;95
33.0;0.2727272727272727;55;95
33.54545454545455;0.2727272727272727;55;95
33.81818181818181;0.5454545454545454;55;95
35.18181818181818;0.2727272727272727;55;95
35.72727272727273;0.2727272727272727;55;95
36.27272727272727;0.2727272727272727;55;95
36.81818181818181;0.2727272727272727;55;95
37.36363636363636;0.2727272727272727;55;95
37.90909090909091;0.2727272727272727;55;95
38.45454545454545;0.2727272727272727;55;95
39.0;0.2727272727272727;55;95
42.54545454545455;0.5454545454545454;55;95
43.90909090909091;0.2727272727272727;55;95
44.45454545454545;0.2727272727272727;55;95
45.0;0.2727272727272727;55;95
45.54545454545455;0.2727272727272727;55;95
46.090909090909086;0.2727272727272727;55;95
46.63636363636363;0.2727272727272727;55;95
47.18181818181818;0.2727272727272727;55;95
47.72727272727273;0.2727272727272727;55;95
48.27272727272727;0.2727272727272727;55;95
48.81818181818181;0.2727272727272727;55;95
49.36363636363636;0.2727272727272727;55;95
49.90909090909091;0.2727272727272727;55;95
50.45454545454545;0.2727272727272727;55;95
51.0;0.2727272727272727;55;95
51.27272727272727;0.5454545454545454;55;95
0.0;0.2727272727272727;52;95
0.5454545454545454;0.2727272727272727;52;95
1.0909090909090908;0.2727272727272727;50;95
1.6363636363636362;0.2727272727272727;50;95
2.1818181818181817;0.2727272727272727;53;95
2.727272727272727;0.2727272727272727;53;95
3.2727272727272725;0.2727272727272727;52;95
3.818181818181818;0.2727272727272727;52;95
5.454545454545454;0.2727272727272727;50;95
6.0;0.2727272727272727;50;95
8.727272727272727;0.2727272727272727;52;95
9.272727272727272;0.2727272727272727;52;95
9.818181818181818;0.2727272727272727;50;95
10.363636363636363;0.2727272727272727;50;95
10.909090909090908;0.2727272727272727;53;95
11.454545454545453;0.2727272727272727;53;95
12.0;0.2727272727272727;52;95
12.545454545454545;0.2727272727272727;52;95
14.181818181818182;0.2727272727272727;50;95
14.727272727272727;0.2727272727272727;50;95
22.09090909090909;0.2727272727272727;50;95
22.636363636363637;0.2727272727272727;50;95
23.18181818181818;0.2727272727272727;50;95
23.727272727272727;0.2727272727272727;50;95
24.27272727272727;0.2727272727272727;50;95
24.818181818181817;0.2727272727272727;50;95
26.18181818181818;0.2727272727272727;52;95
26.727272727272727;0.2727272727272727;52;95
27.27272727272727;0.2727272727272727;50;95
27.818181818181817;0.2727272727272727;50;95
28.363636363636363;0.2727272727272727;53;95
28.909090909090907;0.2727272727272727;53;95
29.454545454545453;0.2727272727272727;52;95
30.0;0.2727272727272727;52;95
31.636363636363633;0.2727272727272727;50;95
32.18181818181818;0.2727272727272727;50;95
33.81818181818181;0.5454545454545454;52;95
39.54545454545455;0.2727272727272727;50;95
40.090909090909086;0.2727272727272727;50;95
40.63636363636363;0.2727272727272727;50;95
41.18181818181818;0.2727272727272727;50;95
41.72727272727273;0.2727272727272727;50;95
42.27272727272727;0.2727272727272727;50;95
43.63636363636363;0.2727272727272727;52;95
44.18181818181818;0.2727272727272727;52;95
44.72727272727273;0.2727272727272727;50;95
45.27272727272727;0.2727272727272727;50;95
45.81818181818181;0.2727272727272727;53;95
46.36363636363636;0.2727272727272727;53;95
46.90909090909091;0.2727272727272727;52;95
47.45454545454545;0.2727272727272727;52;95
49.090909090909086;0.2727272727272727;50;95
49.63636363636363;0.2727272727272727;50;95
51.27272727272727;0.5454545454545454;52;95
4.363636363636363;0.2727272727272727;48;95
4.909090909090909;0.2727272727272727;48;95
7.636363636363636;0.5454545454545454;48;95
13.09090909090909;0.2727272727272727;48;95
13.636363636363635;0.2727272727272727;48;95
16.363636363636363;0.5454545454545454;48;95
30.545454545454543;0.2727272727272727;48;95
31.09090909090909;0.2727272727272727;48;95
33.81818181818181;0.5454545454545454;48;95
48.0;0.2727272727272727;48;95
48.54545454545454;0.2727272727272727;48;95
51.27272727272727;0.5454545454545454;48;95
6.545454545454545;0.2727272727272727;43;95
7.090909090909091;0.2727272727272727;43;95
15.272727272727272;0.2727272727272727;43;95
15.818181818181817;0.2727272727272727;43;95
32.72727272727273;0.2727272727272727;43;95
33.27272727272727;0.2727272727272727;43;95
50.18181818181818;0.2727272727272727;43;95
50.72727272727273;0.2727272727272727;43;95
